nohup: ignoring input

[repeat 1/10]
$ /usr/bin/python3 gemma_only.py --input sample_120_questions.csv --output results/repeats_gemma_only/gemma_only_run_01.csv --model gemma4-e4b:latest --host http://100.79.44.109:11434 --limit 0 --timeout 240
[A: LLM-only] 시작 — 120문제 | 모델: gemma4-e4b:latest | 호스트: http://100.79.44.109:11434
[A |   1/120 |   0.8%] ✓ AI:3 정답:3 (12.4s) | 누적정답률:100.0% | 다음 중 UDP에 대한 설명으로 가장 타당하지 않은 것…
[A |  83/120 |  69.2%] ✓ AI:2 정답:2 (4.3s) | 누적정답률:77.1% | 각 서비스에 대한 설명으로 옳은 것은?…
[A |  84/120 |  70.0%] ✓ AI:3 정답:3 (4.9s) | 누적정답률:77.4% | 사용자 프로파일에 대한 설명 중 잘못된 것은?…
[A |  85/120 |  70.8%] ✓ AI:4 정답:4 (5.0s) | 누적정답률:77.6% | WINS(Windows Internet Name Ser…
[A |  86/120 |  71.7%] ✓ AI:4 정답:4 (4.8s) | 누적정답률:77.9% | 다른 운영체제와 리눅스가 공존하는 하나의 시스템에서 멀…
[A |  87/120 |  72.5%] ✓ AI:1 정답:1 (4.9s) | 누적정답률:78.2% | 폴더 공유에 대한 설명으로 틀린 것은?…
[A |  88/120 |  73.3%] ✓ AI:3 정답:3 (4.7s) | 누적정답률:78.4% | Active Directory 서비스를 효과적으로 설치…
[A |  89/120 |  74.2%] ✗ AI:4 정답:1 (6.9s) | 누적정답률:77.5% | 리눅스에서 ‘ping 이라는 파일을 표준 입력으로 받아…
[A |  90/120 |  75.0%] ✓ AI:3 정답:3 (4.4s) | 누적정답률:77.8% | 선로의 명칭 중 10BASE-T의 10은 무엇을 나타내…
[A |  91/120 |  75.8%] ✓ AI:3 정답:3 (3.8s) | 누적정답률:78.0% | 네트워크 장비 중 라우터의 기능으로 가장 올바른 것은?…
[A |  92/120 |  76.7%] ✓ AI:3 정답:3 (4.4s) | 누적정답률:78.3% | MAC Address에 대해 바르게 설명한 것은?…
[A |  93/120 |  77.5%] ✓ AI:2 정답:2 (4.6s) | 누적정답률:78.5% | Windows 2000 Server의 ‘netstat’…
[A |  94/120 |  78.3%] ✗ AI:1 정답:3 (6.9s) | 누적정답률:77.7% | ARP(Address Resolution Protoco…
[A |  95/120 |  79.2%] ✓ AI:1 정답:1 (4.4s) | 누적정답률:77.9% | TCP/IP 프로토콜 중에서 IP 계층의 한 부분으로 …
[A |  96/120 |  80.0%] ✓ AI:2 정답:2 (5.7s) | 누적정답률:78.1% | 서버와 클라이언트의 Telnet 프로토콜은 표준안에 정…
[A |  97/120 |  80.8%] ✗ AI:4 정답:1 (32.3s) | 누적정답률:77.3% | A회사에 호스트가 2,500대가 존재한다. 이 경우 B…
[A |  98/120 |  81.7%] ✗ AI:4 정답:2 (6.1s) | 누적정답률:76.5% | NullMODEM Cable을 이용하여 Windows …
[A |  99/120 |  82.5%] ✓ AI:3 정답:3 (4.0s) | 누적정답률:76.8% | TCP/IP 4계층에서 인터넷 데이터그램으로 패킷을 캡…
[A | 100/120 |  83.3%] ✓ AI:4 정답:4 (4.1s) | 누적정답률:77.0% | IP 주소에 대한 설명으로 가장 올바른 것은?…
[A | 101/120 |  84.2%] ✗ AI:3 정답:1 (4.6s) | 누적정답률:76.2% | ARP와 RARP에 대한 설명으로 잘못된 것은?…
[A | 102/120 |  85.0%] ✓ AI:1 정답:1 (6.7s) | 누적정답률:76.5% | 일반적으로 다른 네트워크와 단 하나의 노드로 연결된 네…
[A | 103/120 |  85.8%] ✓ AI:3 정답:3 (4.6s) | 누적정답률:76.7% | UDP에 대한 설명으로 올바른 것은?…
[A | 104/120 |  86.7%] ✓ AI:3 정답:3 (3.6s) | 누적정답률:76.9% | TCP/IP 프로토콜에서 IP 계층에서 캡슐화 하여 만…
[A | 105/120 |  87.5%] ✗ AI:2 정답:1 (5.5s) | 누적정답률:76.2% | TCP/IP가 지원하는 링크 계층 프로토콜이 아닌 것은…
[A | 106/120 |  88.3%] ✗ AI:3 정답:1 (4.6s) | 누적정답률:75.5% | TCP/IP 프로토콜에서 링크 계층의 역할이 아닌 것은…
[A | 107/120 |  89.2%] ✗ AI:3 정답:1 (11.9s) | 누적정답률:74.8% | 8비트의 ASCII코드에서 정보비트는 7비트, 패리티 …
[A | 108/120 |  90.0%] ✗ AI:4 정답:2 (7.0s) | 누적정답률:74.1% | Digital전송의 특징이 아닌 것은?…
[A | 109/120 |  90.8%] ✓ AI:3 정답:3 (8.6s) | 누적정답률:74.3% | 음성 신호를 4KHz의 저역 여파기로 전 처리한 후 P…
[A | 110/120 |  91.7%] ✗ AI:4 정답:1 (5.8s) | 누적정답률:73.6% | 데이터 통신 시스템과 외부 환경과의 접속점에 위치하여,…
[A | 111/120 |  92.5%] ✓ AI:1 정답:1 (5.5s) | 누적정답률:73.9% | PCM 전송 방식을 올바르게 기술한 것은?…
[A | 112/120 |  93.3%] ✓ AI:4 정답:4 (6.3s) | 누적정답률:74.1% | OSI 7 계층 중, 응용 계층(Application …
[A | 113/120 |  94.2%] ✓ AI:2 정답:2 (6.1s) | 누적정답률:74.3% | 스펙트럼 확산 방식을 이용하여 넓은 주파수 대역에 다수…
[A | 114/120 |  95.0%] ✓ AI:1 정답:1 (4.7s) | 누적정답률:74.6% | 전송매체를 통한 데이터 전송 시 거리가 멀어질수록 신호…
[A | 115/120 |  95.8%] ✗ AI:3 정답:2 (4.3s) | 누적정답률:73.9% | 도시의 여러 부분에 위치한 근거리통신망(LAN)을 상호…
[A | 116/120 |  96.7%] ✓ AI:3 정답:3 (4.1s) | 누적정답률:74.1% | Token Ring에 대한 설명 중 올바른 것은?…
[A | 117/120 |  97.5%] ✓ AI:1 정답:1 (4.3s) | 누적정답률:74.4% | LDAP의 설명으로 잘못된 것은?…
[A | 118/120 |  98.3%] ✓ AI:1 정답:1 (4.0s) | 누적정답률:74.6% | 스레드(Thread)에 대한 설명으로 올바른 것은?…
[A | 119/120 |  99.2%] ✓ AI:3 정답:3 (5.3s) | 누적정답률:74.8% | Windows 2000 Server의 로컬그룹에 대한 …
[A | 120/120 | 100.0%] ✓ AI:3 정답:3 (3.6s) | 누적정답률:75.0% | DHCP 서버에 대한 설명으로 올바른 것은?…

[A: LLM-only 완료] rows=120 | 정답률=75.0% | CSV=results/repeats_gemma_only/gemma_only_run_09.csv | JSONL=results/repeats_gemma_only/gemma_only_run_09_raw.jsonl

[repeat 10/10]
$ /usr/bin/python3 gemma_only.py --input sample_120_questions.csv --output results/repeats_gemma_only/gemma_only_run_10.csv --model gemma4-e4b:latest --host http://100.79.44.109:11434 --limit 0 --timeout 240
[A: LLM-only] 시작 — 120문제 | 모델: gemma4-e4b:latest | 호스트: http://100.79.44.109:11434
[A |   1/120 |   0.8%] ✓ AI:3 정답:3 (6.5s) | 누적정답률:100.0% | 다음 중 UDP에 대한 설명으로 가장 타당하지 않은 것…
[A |   2/120 |   1.7%] ✓ AI:4 정답:4 (6.6s) | 누적정답률:100.0% | 다음 중 IP 프로토콜의 기능에 대한 설명으로 적당하지…
[A |   3/120 |   2.5%] ✗ AI:4 정답:1 (5.4s) | 누적정답률:66.7% | 다음 중 ARP(Address Resolution Pr…
[A |   4/120 |   3.3%] ✓ AI:2 정답:2 (4.7s) | 누적정답률:75.0% | TCP 헤더 중에서 에러제어를 위한 필드는?…
[A |   5/120 |   4.2%] ✓ AI:3 정답:3 (6.7s) | 누적정답률:80.0% | 다음 중 ICMP의 메시지 사용에 대한 설명으로 타당하…
[A |   6/120 |   5.0%] ✓ AI:3 정답:3 (6.3s) | 누적정답률:83.3% | IP(Internet Protocol)는 데이터 세그먼…
[A |   7/120 |   5.8%] ✓ AI:1 정답:1 (4.4s) | 누적정답률:85.7% | 다음 중 TCP/IP 응용프로토콜이 아닌 것은?…
[A |   8/120 |   6.7%] ✓ AI:3 정답:3 (4.9s) | 누적정답률:87.5% | 다음 중 SNMP의 설명으로 타당하지 않은 것은?…
[A |   9/120 |   7.5%] ✓ AI:3 정답:3 (4.8s) | 누적정답률:88.9% | IP 헤더 구조에 대한 설명으로 타당하지 않은 것은?…
[A |  10/120 |   8.3%] ✓ AI:3 정답:3 (3.5s) | 누적정답률:90.0% | 텔넷(Telnet)의 기능으로 옳은 것은?…
[A |  11/120 |   9.2%] ✓ AI:4 정답:4 (5.2s) | 누적정답률:90.9% | ARP 캐시에 대한 설명으로 타당하지 않은 것은?…
[A |  12/120 |  10.0%] ✗ AI:2 정답:3 (4.9s) | 누적정답률:83.3% | 다음에서 설명하는 프로토콜은?…
[A |  13/120 |  10.8%] ✓ AI:1 정답:1 (4.2s) | 누적정답률:84.6% | IGMP(Internet Group Management…
[A |  14/120 |  11.7%] ✓ AI:3 정답:3 (4.2s) | 누적정답률:85.7% | SMTP에 대한 설명 중 가장 적당하지 않은 것은?…
[A |  15/120 |  12.5%] ✓ AI:4 정답:4 (5.1s) | 누적정답률:86.7% | 다음 중 포트 넘버와 프로토콜이 바르게 짝지어진 것은?…
[A |  16/120 |  13.3%] ✗ AI:3 정답:2 (7.8s) | 누적정답률:81.2% | IP(155.100.100.5)가 속하는 Class는?…
[A |  17/120 |  14.2%] ✗ AI:3 정답:1 (6.4s) | 누적정답률:76.5% | 프로토콜의 일반적인 기능 중 캡슐화(Encapsulat…
[A |  18/120 |  15.0%] ✗ AI:2 정답:1 (5.1s) | 누적정답률:72.2% | 두 개 이상의 독립적인 네트워크가 서로 연동되어 연결되…
[A |  19/120 |  15.8%] ✓ AI:4 정답:4 (4.5s) | 누적정답률:73.7% | OSI 모델에서 계층구조상 기본 구성요소 중 개방형 시…
[A |  20/120 |  16.7%] ✓ AI:1 정답:1 (3.0s) | 누적정답률:75.0% | 정보통신망에서 이용자와 망 인터페이스 간에는 여러 가지…
[A |  21/120 |  17.5%] ✓ AI:2 정답:2 (5.1s) | 누적정답률:76.2% | 다음의 망 연동 장치 중 네트워크 계층에서 사용하며, …
[A |  22/120 |  18.3%] ✓ AI:2 정답:2 (8.6s) | 누적정답률:77.3% | 데이터 링크 제어 프로토콜의 유형을 분류한 것 중 잘못…
[A |  23/120 |  19.2%] ✓ AI:3 정답:3 (5.2s) | 누적정답률:78.3% | 다음 중 발신 가입자로부터 수신자까지의 모든 전송, 교…
[A |  24/120 |  20.0%] ✓ AI:1 정답:1 (4.0s) | 누적정답률:79.2% | 인터넷 서비스 중에서 Finger는 현재 인터넷의 호스…
[A |  25/120 |  20.8%] ✓ AI:2 정답:2 (10.9s) | 누적정답률:80.0% | 인터넷의 계층적 구조가 순서에 맞게 배치된 것은?…
[A |  26/120 |  21.7%] ✓ AI:4 정답:4 (5.9s) | 누적정답률:80.8% | OSI(Open Systems Interconnecti…
[A |  27/120 |  22.5%] ✓ AI:4 정답:4 (4.1s) | 누적정답률:81.5% | 다음 중 Windows 2000 Server의 파일 서…
[A |  28/120 |  23.3%] ✓ AI:1 정답:1 (4.3s) | 누적정답률:82.1% | Windows 2000 Server에서 여러 사용자 계…
[A |  29/120 |  24.2%] ✓ AI:4 정답:4 (4.2s) | 누적정답률:82.8% | Windows 2000 Server의 IIS 웹 서버를…
[A |  30/120 |  25.0%] ✗ AI:1 정답:3 (5.9s) | 누적정답률:80.0% | 다음 중 DNS 서버에 대한 설명으로 틀린 것은?…
[A |  31/120 |  25.8%] ✓ AI:2 정답:2 (5.0s) | 누적정답률:80.6% | DNS 서버의 이름을 사용자들이 편하게 사용할 수 있도…
[A |  32/120 |  26.7%] ✓ AI:2 정답:2 (4.7s) | 누적정답률:81.2% | 현재 FTP 사이트에 접속 중인 사용자를 확인할 경우,…
[A |  33/120 |  27.5%] ✓ AI:1 정답:1 (3.9s) | 누적정답률:81.8% | Linux에서 서버를 종료하기 위해 “shutdown …
[A |  34/120 |  28.3%] ✓ AI:4 정답:4 (5.0s) | 누적정답률:82.4% | 다음 중 인터넷 정보 서비스 메뉴에서 관리 웹 사이트 …
[A |  35/120 |  29.2%] ✓ AI:4 정답:4 (4.8s) | 누적정답률:82.9% | 다음 중 Active Directory에 대한 설명이 …
[A |  36/120 |  30.0%] ✓ AI:2 정답:2 (5.9s) | 누적정답률:83.3% | Active Directory의 논리적 구조 중 ‘도메…
[A |  37/120 |  30.8%] ✓ AI:4 정답:4 (5.0s) | 누적정답률:83.8% | Windows 2000 Server에서 사용하는 NTF…
[A |  38/120 |  31.7%] ✓ AI:1 정답:1 (3.8s) | 누적정답률:84.2% | 다음은 로컬 사용자 계정 만들기에서 ‘새 사용자’ 대화…
[A |  39/120 |  32.5%] ✗ AI:2 정답:3 (4.2s) | 누적정답률:82.1% | Windows 2000 Server가 설치되면서 자동 …
[A |  40/120 |  33.3%] ✓ AI:3 정답:3 (5.2s) | 누적정답률:82.5% | Windows 2000 Server의 MMC(Micro…
[A |  41/120 |  34.2%] ✓ AI:3 정답:3 (3.9s) | 누적정답률:82.9% | 계정 잠금에 대한 설명으로 옳은 것은?…
[A |  42/120 |  35.0%] ✓ AI:1 정답:1 (5.3s) | 누적정답률:83.3% | Linux에서는 긴 파일명을 허용한다. 너무 긴 파일명…
[A |  43/120 |  35.8%] ✓ AI:1 정답:1 (3.5s) | 누적정답률:83.7% | 2 개 이상의 동일한 LAN 사이를 연결하여 네트워크 …
[A |  44/120 |  36.7%] ✗ AI:2 정답:1 (5.3s) | 누적정답률:81.8% | Ethernet 표준 케이블을 사용한 외장 MAU(Me…
[A |  45/120 |  37.5%] ✓ AI:1 정답:1 (5.2s) | 누적정답률:82.2% | 최근 공중망 무선랜서비스가 상용화 되었는데 가입자는 접…
[A |  46/120 |  38.3%] ✓ AI:1 정답:1 (3.0s) | 누적정답률:82.6% | 다음 네트워크 장치 중 서로 다른 프로토콜을 가진 두 …
[A |  47/120 |  39.2%] ✓ AI:1 정답:1 (4.4s) | 누적정답률:83.0% | Anonymous FTP에 대한 설명으로 적당하지 않는…
[A |  48/120 |  40.0%] ✗ AI:3 정답:2 (5.5s) | 누적정답률:81.2% | ICMP의 Message Type 필드의 유형과 질의 …
[A |  49/120 |  40.8%] ✗ AI:4 정답:1 (6.3s) | 누적정답률:79.6% | RARP에 대한 설명으로 타당하지 않는 것은?…
[A |  50/120 |  41.7%] ✓ AI:2 정답:2 (4.5s) | 누적정답률:80.0% | 인터넷 그룹 관리 프로토콜로 사용자들로 하여금 멀티캐스…
[A |  51/120 |  42.5%] ✓ AI:1 정답:1 (3.7s) | 누적정답률:80.4% | 전자 메일 전송 프로토콜로 25번 포트를 이용하여 메시…
[A |  52/120 |  43.3%] ✓ AI:1 정답:1 (4.4s) | 누적정답률:80.8% | DNS에 대한 설명 중 적당하지 않는 것은?…
[A |  53/120 |  44.2%] ✓ AI:4 정답:4 (6.4s) | 누적정답률:81.1% | TCP/IP의 디자인 목표로 타당하지 않는 것은?…
[A |  54/120 |  45.0%] ✗ AI:3 정답:1 (10.3s) | 누적정답률:79.6% | 호스트의 IP 주소가 50.221.100.5 번지를 갖…
[A |  55/120 |  45.8%] ✗ AI:2 정답:1 (5.0s) | 누적정답률:78.2% | IP Addressing에 대한 설명으로 타당하지 않는…
[A |  56/120 |  46.7%] ✗ AI:2 정답:4 (18.0s) | 누적정답률:76.8% | 서브넷 마스크에 대한 설명으로 적절하지 않는 것은?…
[A |  57/120 |  47.5%] ✓ AI:1 정답:1 (4.7s) | 누적정답률:77.2% | 패킷 전송의 최적 경로를 위해 다른 라우터들로부터 정보…
[A |  58/120 |  48.3%] ✗ AI:2 정답:1 (7.4s) | 누적정답률:75.9% | Link State 알고리즘을 이용해 서로에게 자신의 …
[A |  59/120 |  49.2%] ✓ AI:2 정답:2 (5.9s) | 누적정답률:76.3% | Telnet의 사용이 적절하지 않는 것은?…
[A |  60/120 |  50.0%] ✓ AI:3 정답:3 (4.8s) | 누적정답률:76.7% | 포트번호가 잘못 짝 지워진 것은?…
[A |  61/120 |  50.8%] ✓ AI:3 정답:3 (4.7s) | 누적정답률:77.0% | rlogin과 같은 초기 유닉스 계열 명령어에 보안 기…
[A |  62/120 |  51.7%] ✓ AI:2 정답:2 (4.7s) | 누적정답률:77.4% | NIC(Network Interface Card)에 대…
[A |  63/120 |  52.5%] ✓ AI:4 정답:4 (4.6s) | 누적정답률:77.8% | 정보통신망 중에서 노드의 개수가 같다고 가정했을 경우 …
[A |  64/120 |  53.3%] ✗ AI:1 정답:4 (4.9s) | 누적정답률:76.6% | 컴퓨터 온라인 시스템에 사용하는 통신 제어 장치(CCU…
[A |  65/120 |  54.2%] ✗ AI:4 정답:1 (7.5s) | 누적정답률:75.4% | 회선경쟁선택방식의 프로토콜에 관한 설명으로 옳은 것은?…
[A |  66/120 |  55.0%] ✓ AI:1 정답:1 (5.3s) | 누적정답률:75.8% | 모뎀과 DTE(Data Terminal Equipmen…
[A |  67/120 |  55.8%] ✓ AI:4 정답:4 (4.2s) | 누적정답률:76.1% | 데이터 프레임의 구성에 따른 프로토콜의 분류 방식이 아…
[A |  68/120 |  56.7%] ✓ AI:1 정답:1 (6.5s) | 누적정답률:76.5% | 공중통신사업자로부터 통신회선을 빌려서 컴퓨터를 접속시킨…
[A |  69/120 |  57.5%] ✓ AI:4 정답:4 (3.6s) | 누적정답률:76.8% | 패킷교환의 특징에 대한 설명 중 가장 적절하지 않는 것…
[A |  70/120 |  58.3%] ✓ AI:2 정답:2 (6.7s) | 누적정답률:77.1% | 메일 서비스와 가장 관계가 먼 프로토콜은?…
[A |  71/120 |  59.2%] ✓ AI:1 정답:1 (5.7s) | 누적정답률:77.5% | 다이얼 접속에 사용되는 SLIP과 PPP 프로토콜을 비…
[A |  72/120 |  60.0%] ✓ AI:4 정답:4 (6.8s) | 누적정답률:77.8% | 패킷통신의 구조에 관한 내용 중 잘못된 것은?…
[A |  73/120 |  60.8%] ✗ AI:1 정답:2 (7.4s) | 누적정답률:76.7% | DNS 서버에 IP주소를 도메인 네임으로 변환하는 기능…
[A |  74/120 |  61.7%] ✗ AI:1 정답:3 (4.4s) | 누적정답률:75.7% | DNS 서버 중 주기적으로 보조 서버에 정보를 전송하는…
[A |  75/120 |  62.5%] ✓ AI:3 정답:3 (4.6s) | 누적정답률:76.0% | DNS 서버를 설치하기 위해 우선 제어판에서 프로그램 …
[A |  76/120 |  63.3%] ✓ AI:4 정답:4 (4.7s) | 누적정답률:76.3% | FTP사이트 등록정보의 ‘FTP사이트’탭에서 현재 FT…
[A |  77/120 |  64.2%] ✓ AI:4 정답:4 (4.8s) | 누적정답률:76.6% | Windows 2000 Server의 IIS 5.0에서…
[A |  78/120 |  65.0%] ✓ AI:2 정답:2 (4.6s) | 누적정답률:76.9% | IP주소 할당 및 관리를 동적으로 설정할 수 있는 서버…
[A |  79/120 |  65.8%] ✓ AI:4 정답:4 (3.5s) | 누적정답률:77.2% | Active Directory의 논리적 구조가 아닌 것…
[A |  80/120 |  66.7%] ✓ AI:3 정답:3 (5.7s) | 누적정답률:77.5% | 기존 NT 4.0까지 지원되던 도메인 모델이나, 익스체…
[A |  81/120 |  67.5%] ✓ AI:3 정답:3 (3.9s) | 누적정답률:77.8% | Windows 2000 Server가 설치될 때 자동으…
[A |  82/120 |  68.3%] ✗ AI:1 정답:4 (6.3s) | 누적정답률:76.8% | 리눅스 시스템에서 지원하지 않는 파일 시스템은?…
[A |  83/120 |  69.2%] ✓ AI:2 정답:2 (4.3s) | 누적정답률:77.1% | 각 서비스에 대한 설명으로 옳은 것은?…
[A |  84/120 |  70.0%] ✓ AI:3 정답:3 (4.9s) | 누적정답률:77.4% | 사용자 프로파일에 대한 설명 중 잘못된 것은?…
[A |  85/120 |  70.8%] ✓ AI:4 정답:4 (5.0s) | 누적정답률:77.6% | WINS(Windows Internet Name Ser…
[A |  86/120 |  71.7%] ✓ AI:4 정답:4 (4.8s) | 누적정답률:77.9% | 다른 운영체제와 리눅스가 공존하는 하나의 시스템에서 멀…
[A |  87/120 |  72.5%] ✓ AI:1 정답:1 (5.0s) | 누적정답률:78.2% | 폴더 공유에 대한 설명으로 틀린 것은?…
[A |  88/120 |  73.3%] ✓ AI:3 정답:3 (4.8s) | 누적정답률:78.4% | Active Directory 서비스를 효과적으로 설치…
[A |  89/120 |  74.2%] ✗ AI:4 정답:1 (6.9s) | 누적정답률:77.5% | 리눅스에서 ‘ping 이라는 파일을 표준 입력으로 받아…
[A |  90/120 |  75.0%] ✓ AI:3 정답:3 (4.3s) | 누적정답률:77.8% | 선로의 명칭 중 10BASE-T의 10은 무엇을 나타내…
[A |  91/120 |  75.8%] ✓ AI:3 정답:3 (3.9s) | 누적정답률:78.0% | 네트워크 장비 중 라우터의 기능으로 가장 올바른 것은?…
[A |  92/120 |  76.7%] ✓ AI:3 정답:3 (4.4s) | 누적정답률:78.3% | MAC Address에 대해 바르게 설명한 것은?…
[A |  93/120 |  77.5%] ✓ AI:2 정답:2 (4.6s) | 누적정답률:78.5% | Windows 2000 Server의 ‘netstat’…
[A |  94/120 |  78.3%] ✗ AI:1 정답:3 (6.8s) | 누적정답률:77.7% | ARP(Address Resolution Protoco…
[A |  95/120 |  79.2%] ✓ AI:1 정답:1 (4.4s) | 누적정답률:77.9% | TCP/IP 프로토콜 중에서 IP 계층의 한 부분으로 …
[A |  96/120 |  80.0%] ✓ AI:2 정답:2 (5.7s) | 누적정답률:78.1% | 서버와 클라이언트의 Telnet 프로토콜은 표준안에 정…
[A |  97/120 |  80.8%] ✗ AI:4 정답:1 (32.3s) | 누적정답률:77.3% | A회사에 호스트가 2,500대가 존재한다. 이 경우 B…
[A |  98/120 |  81.7%] ✗ AI:4 정답:2 (6.1s) | 누적정답률:76.5% | NullMODEM Cable을 이용하여 Windows …
[A |  99/120 |  82.5%] ✓ AI:3 정답:3 (4.1s) | 누적정답률:76.8% | TCP/IP 4계층에서 인터넷 데이터그램으로 패킷을 캡…
[A | 100/120 |  83.3%] ✓ AI:4 정답:4 (4.3s) | 누적정답률:77.0% | IP 주소에 대한 설명으로 가장 올바른 것은?…
[A | 101/120 |  84.2%] ✗ AI:3 정답:1 (4.6s) | 누적정답률:76.2% | ARP와 RARP에 대한 설명으로 잘못된 것은?…
[A | 102/120 |  85.0%] ✓ AI:1 정답:1 (6.7s) | 누적정답률:76.5% | 일반적으로 다른 네트워크와 단 하나의 노드로 연결된 네…
[A | 103/120 |  85.8%] ✓ AI:3 정답:3 (4.5s) | 누적정답률:76.7% | UDP에 대한 설명으로 올바른 것은?…
[A | 104/120 |  86.7%] ✓ AI:3 정답:3 (3.6s) | 누적정답률:76.9% | TCP/IP 프로토콜에서 IP 계층에서 캡슐화 하여 만…
[A | 105/120 |  87.5%] ✗ AI:2 정답:1 (5.5s) | 누적정답률:76.2% | TCP/IP가 지원하는 링크 계층 프로토콜이 아닌 것은…
[A | 106/120 |  88.3%] ✗ AI:3 정답:1 (4.6s) | 누적정답률:75.5% | TCP/IP 프로토콜에서 링크 계층의 역할이 아닌 것은…
[A | 107/120 |  89.2%] ✗ AI:3 정답:1 (12.0s) | 누적정답률:74.8% | 8비트의 ASCII코드에서 정보비트는 7비트, 패리티 …
[A | 108/120 |  90.0%] ✗ AI:4 정답:2 (7.0s) | 누적정답률:74.1% | Digital전송의 특징이 아닌 것은?…
[A | 109/120 |  90.8%] ✓ AI:3 정답:3 (8.6s) | 누적정답률:74.3% | 음성 신호를 4KHz의 저역 여파기로 전 처리한 후 P…
[A | 110/120 |  91.7%] ✗ AI:4 정답:1 (5.9s) | 누적정답률:73.6% | 데이터 통신 시스템과 외부 환경과의 접속점에 위치하여,…
[A | 111/120 |  92.5%] ✓ AI:1 정답:1 (5.4s) | 누적정답률:73.9% | PCM 전송 방식을 올바르게 기술한 것은?…
[A | 112/120 |  93.3%] ✓ AI:4 정답:4 (6.3s) | 누적정답률:74.1% | OSI 7 계층 중, 응용 계층(Application …
[A | 113/120 |  94.2%] ✓ AI:2 정답:2 (6.1s) | 누적정답률:74.3% | 스펙트럼 확산 방식을 이용하여 넓은 주파수 대역에 다수…
[A | 114/120 |  95.0%] ✓ AI:1 정답:1 (4.8s) | 누적정답률:74.6% | 전송매체를 통한 데이터 전송 시 거리가 멀어질수록 신호…
[A | 115/120 |  95.8%] ✗ AI:3 정답:2 (4.2s) | 누적정답률:73.9% | 도시의 여러 부분에 위치한 근거리통신망(LAN)을 상호…
[A | 116/120 |  96.7%] ✓ AI:3 정답:3 (4.0s) | 누적정답률:74.1% | Token Ring에 대한 설명 중 올바른 것은?…
[A | 117/120 |  97.5%] ✓ AI:1 정답:1 (4.2s) | 누적정답률:74.4% | LDAP의 설명으로 잘못된 것은?…
[A | 118/120 |  98.3%] ✓ AI:1 정답:1 (4.0s) | 누적정답률:74.6% | 스레드(Thread)에 대한 설명으로 올바른 것은?…
[A | 119/120 |  99.2%] ✓ AI:3 정답:3 (5.3s) | 누적정답률:74.8% | Windows 2000 Server의 로컬그룹에 대한 …
[A | 120/120 | 100.0%] ✓ AI:3 정답:3 (3.6s) | 누적정답률:75.0% | DHCP 서버에 대한 설명으로 올바른 것은?…

[A: LLM-only 완료] rows=120 | 정답률=75.0% | CSV=results/repeats_gemma_only/gemma_only_run_10.csv | JSONL=results/repeats_gemma_only/gemma_only_run_10_raw.jsonl

[consistency summary]
$ /usr/bin/python3 ddr_dcr_test.py --metric-mode consistency --runs results/repeats_gemma_only/gemma_only_run_01.csv results/repeats_gemma_only/gemma_only_run_02.csv results/repeats_gemma_only/gemma_only_run_03.csv results/repeats_gemma_only/gemma_only_run_04.csv results/repeats_gemma_only/gemma_only_run_05.csv results/repeats_gemma_only/gemma_only_run_06.csv results/repeats_gemma_only/gemma_only_run_07.csv results/repeats_gemma_only/gemma_only_run_08.csv results/repeats_gemma_only/gemma_only_run_09.csv results/repeats_gemma_only/gemma_only_run_10.csv --answer-column AI_정답 --id-column index --output-json results/repeats_gemma_only/ddr_dcr_consistency_summary.json
=== DDR/DCR Test Summary ===
metric_mode: consistency
runs: 10
DDR (consistency): 1.0000 (120/120)
DCR (decision change): 0.0000 (0/120)
empty_answer_cases: 0
saved: results/repeats_gemma_only/ddr_dcr_consistency_summary.json

[done] summary saved to results/repeats_gemma_only/ddr_dcr_consistency_summary.json
